Genes (V3)	Genes (V4)	 Maize_EAR	 Teosinte_EAR	 Maize_LEAF	 Teosinte_LEAF	 Maize_STEM	 Teosinte_STEM
GRMZM2G102346	Zm00001d002323	1814	1708	1351	1963	3084	2706
GRMZM2G102347	Zm00001d028429	2508	2511	2159	3369	1040	990
GRMZM2G102349	Zm00001d001909	517	786	622	457	652	624
GRMZM2G102356	Zm00001d003379	2611	3523	49175	38675	1847	1334
GRMZM2G102365	Zm00001d028992	292	377	244	114	506	466
GRMZM2G102382	Zm00001d047555	393	589	135	60	590	524
GRMZM2G102404	Zm00001d011699	548	741	597	757	493	564
GRMZM2G102421	Zm00001d036481	2806	2297	2505	2377	4769	3617
GRMZM2G102471	Zm00001d001913	15133	12802	9666	10764	32369	34293
GRMZM2G102475	Zm00001d013485	4927	3299	1872	1781	2134	1524
GRMZM2G102483	Zm00001d028428	49	266	111	121	1051	2505
GRMZM2G102497	Zm00001d029197	175	269	235	296	467	475
GRMZM2G102499	Zm00001d003401	19279	18608	21847	24360	24953	21588
GRMZM2G102514	Zm00001d021927	112	287	90	52	125	104
GRMZM2G102521	Zm00001d045316	361	376	348	306	448	321
GRMZM2G102548	Zm00001d029198	1807	2069	685	1258	1308	1411
GRMZM2G102550	Zm00001d021929	95	96	85	37	283	209
GRMZM2G102560	Zm00001d016474	1712	1151	1667	650	1788	975
GRMZM2G102572	Zm00001d039370	813	502	948	444	1257	1509
GRMZM2G102580	Zm00001d041597	540	474	300	332	494	414
GRMZM2G102583	Zm00001d004086	150	100	75	35	40	64
GRMZM2G102596	Zm00001d045315	12619	9879	6879	11528	6439	9198
GRMZM2G102601	Zm00001d013486	1187	1361	759	671	1015	1117
GRMZM2G102625	Zm00001d006798	6919	7246	1271	1807	2815	2540
GRMZM2G102639	Zm00001d014094	3082	3178	1312	1612	1490	1465
GRMZM2G102657	Zm00001d047547	11	0	NA	NA	3	0
GRMZM2G102662	Zm00001d023625	1	0	2	1	4	10
GRMZM2G102674	Zm00001d011041	13	3	0	1	7	11
GRMZM2G102681	Zm00001d051429	51	11	43	44	80	86
GRMZM2G102692	Zm00001d013488	129	232	73	94	101	89
GRMZM2G102699	Zm00001d004085	NA	NA	NA	NA	NA	NA
GRMZM2G102711	Zm00001d013490	71	39	15	53	45	125
GRMZM2G102714	Zm00001d039732	70	89	191	195	179	222
GRMZM2G102745	Zm00001d010023	569	717	426	553	561	657
GRMZM2G102754	Zm00001d013492	753	587	69	135	178	133
GRMZM2G102760	Zm00001d013493	3877	6930	2310	1014	3191	3003
GRMZM2G102779	Zm00001d039038	8984	9376	11569	13204	8987	8171
GRMZM2G102786	Zm00001d022188	130	93	423	217	199	108
GRMZM2G102808	Zm00001d035920	1145	988	866	914	1189	1217
GRMZM2G102815	Zm00001d051930	960	645	236	271	354	211
GRMZM2G102829	Zm00001d005276	22095	16598	24362	28123	15505	16758
GRMZM2G102838	Zm00001d036340	149	315	5807	4622	46	103
GRMZM2G102845	Zm00001d015243	8637	5514	3568	2073	14542	20016
GRMZM2G102858	Zm00001d046506	4867	4013	3626	3032	3554	2599
GRMZM2G102862	Zm00001d013997	8	20	83	26	103	104
GRMZM2G102878	Zm00001d006080	528	364	1123	962	417	516
GRMZM2G102888	Zm00001d037033	0	1	10	0	9	6
GRMZM2G102891	Zm00001d009652	2755	2562	2489	3119	2052	2956
GRMZM2G102903	Zm00001d006939	234	248	255	193	153	196
GRMZM2G102912	Zm00001d015242	44	89	108	70	72	71
GRMZM2G102915	Zm00001d036339	144	222	308	322	70	77
GRMZM2G102923	Zm00001d036338	99	380	206	127	299	259
GRMZM2G102944	Zm00001d006938	4918	4064	453	1218	427	506
GRMZM2G102946	Zm00001d044802	2467	1170	1786	844	825	915
GRMZM2G102985	Zm00001d005178	34	46	87	99	48	98
GRMZM2G103011	Zm00001d015632	0	1	NA	NA	0	1
GRMZM2G103013	Zm00001d053042	22	3	66	22	104	135
GRMZM2G103047	Zm00001d020004	1249	1107	1061	1498	1411	1369
GRMZM2G103055	Zm00001d018159	2	0	0	1	3	1
GRMZM2G103070	Zm00001d015649	911	1053	664	708	582	537
GRMZM2G103079	Zm00001d028203	11607	15955	5944	5964	8136	7442
GRMZM2G103085	Zm00001d018158	0	83	NA	NA	1	0
GRMZM2G103101	Zm00001d018157	9	13	4472	3427	5	10
GRMZM2G103113	Zm00001d047985	467	561	228	308	226	275
GRMZM2G103116	Zm00001d003400	82	188	4	25	13	31
GRMZM2G103128	Zm00001d018155	67	257	629	421	657	786
GRMZM2G103135	Zm00001d043198	135	92	183	139	75	139
GRMZM2G103137	Zm00001d045311	1339	801	287	113	1811	451
GRMZM2G103166	Zm00001d036092	1269	1625	623	648	641	635
GRMZM2G103179	Zm00001d045336	1270	1253	2455	3167	3206	3065
GRMZM2G103182	Zm00001d014868	108	1	112	1	39	5
GRMZM2G103197	Zm00001d031934	NA	NA	60	52	6	3
GRMZM2G103230	Zm00001d035933	7163	7143	5434	5162	4627	4133
GRMZM2G103236	Zm00001d047067	638	731	3499	2746	374	811
GRMZM2G103245	Zm00001d050304	1335	972	417	536	502	514
GRMZM2G103250	Zm00001d024409	220	485	965	1020	355	356
GRMZM2G103251	Zm00001d036643	7	10	6	17	2	3
GRMZM2G103258	Zm00001d031933	2629	1971	2061	1408	2442	2237
GRMZM2G103266	Zm00001d036334	2416	1935	1258	1928	1433	1520
GRMZM2G103270	Zm00001d047806	43	37	22	74	68	93
GRMZM2G103276	Zm00001d021812	43	25	9	3	9	0
GRMZM2G103281	Zm00001d052378	480	404	563	547	259	363
GRMZM2G103287	Zm00001d024408	551	793	422	408	824	539
GRMZM2G103342	Zm00001d042022	9	26	133	29	293	372
GRMZM2G103345	Zm00001d005338	3859	3736	2706	2126	2710	2037
GRMZM2G103357	Zm00001d017709	180	159	534	434	569	674
GRMZM2G103382	Zm00001d053717	676	146	232	30	253	57
GRMZM2G103430	Zm00001d049680	2922	2395	1366	1608	1538	1298
GRMZM2G103465	Zm00001d047805	238	120	124	36	210	132
GRMZM2G103490	Zm00001d047804	523	392	533	371	598	453
GRMZM2G103512	Zm00001d008210	1	17	98	111	62	85
GRMZM2G103526	Zm00001d036978	802	486	550	301	1185	514
GRMZM2G103544	Zm00001d043462	1627	1617	878	688	1136	807
GRMZM2G103546	Zm00001d023580	26	24	4	2	2	2
GRMZM2G103559	Zm00001d033234	4	16	93	45	31	18
GRMZM2G103579	Zm00001d028279	4425	4337	4527	4461	5463	5296
GRMZM2G103595	Zm00001d047820	118	51	12	1	57	27
GRMZM2G103610	Zm00001d033233	0	3	13	18	13	35
GRMZM2G103617	Zm00001d019358	152	371	824	548	1323	1404
GRMZM2G103628	Zm00001d009539	312	442	675	537	1048	937
GRMZM2G103647	Zm00001d046937	85	438	526	66	2506	695
GRMZM2G103662	Zm00001d023579	412	525	1071	534	533	276
GRMZM2G103668	Zm00001d029794	0	2	NA	NA	4	11
GRMZM2G103713	Zm00001d020948	312	302	449	391	249	267
GRMZM2G103721	Zm00001d050219	1714	1762	1323	1200	1787	2134
GRMZM2G103740	Zm00001d023578	4057	3479	1195	1869	1466	1708
GRMZM2G103748	Zm00001d040101	3	0	8	0	18	0
GRMZM2G103755	Zm00001d040614	1	7	103	30	60	32
GRMZM2G103759	Zm00001d048978	0	1	NA	NA	NA	NA
GRMZM2G103771	Zm00001d040613	7	4	8	1	0	2
GRMZM2G103773	Zm00001d033180	133	237	268	286	85	128
GRMZM2G103783	Zm00001d020947	205	164	59	45	105	138
GRMZM2G103785	Zm00001d024687	106	106	169	130	269	123
GRMZM2G103805	Zm00001d046936	1178	1403	2197	2496	1198	1581
GRMZM2G103812	Zm00001d042367	6797	6223	6403	6079	5624	6571
GRMZM2G103840	Zm00001d006327	1	1	1	2	14	16
GRMZM2G103841	Zm00001d024937	519	551	199	279	692	981
GRMZM2G103843	Zm00001d033181	945	1268	10355	8528	552	631
GRMZM2G103847	Zm00001d025326	18	17	65	61	174	184
GRMZM2G103864	Zm00001d015918	134	233	375	699	437	653
GRMZM2G103873	Zm00001d028161	587	235	120	107	53	53
GRMZM2G103884	Zm00001d016181	5437	5197	2106	2216	2748	2318
GRMZM2G103896	Zm00001d021467	4215	3655	2592	2869	3617	3581
GRMZM2G103897	Zm00001d046935	56	60	281	169	68	71
GRMZM2G103900	Zm00001d046934	902	1355	2066	1161	1239	1066
GRMZM2G103902	Zm00001d020946	967	914	433	375	402	439
GRMZM2G103909	Zm00001d023808	1906	2355	1117	1430	1443	1637
GRMZM2G103929	Zm00001d032613	15	16	381	223	195	153
GRMZM2G103937	Zm00001d015637	20	7	201	84	47	67
GRMZM2G103939	Zm00001d050020	357	271	260	205	419	422
GRMZM2G103945	Zm00001d037779	14	93	51	13	30	37
GRMZM2G103955	Zm00001d007972	3530	2498	1041	1158	1270	809
GRMZM2G103972	Zm00001d021732	NA	NA	NA	NA	41	83
GRMZM2G103983	Zm00001d032610	0	4	NA	NA	NA	NA
GRMZM2G104012	Zm00001d032609	360	555	497	425	660	537
GRMZM2G104013	Zm00001d004586	1246	912	725	425	555	464
GRMZM2G104017	Zm00001d035720	10844	11890	14277	14886	15501	14253
GRMZM2G104024	Zm00001d033003	11	34	9	8	14	0
GRMZM2G104025	Zm00001d009848	20146	14287	22350	27220	15884	16826
GRMZM2G104032	Zm00001d007973	NA	NA	NA	NA	9	31
GRMZM2G104041	Zm00001d052760	6	5	1	0	1	0
GRMZM2G104045	Zm00001d041488	17	50	48	30	17	34
GRMZM2G104047	Zm00001d011492	5040	4533	2323	2426	2937	2656
GRMZM2G104070	Zm00001d030701	528	431	554	732	552	549
GRMZM2G104074	Zm00001d046126	NA	NA	NA	NA	72	61
GRMZM2G104078	Zm00001d050960	508	747	83	150	61	80
GRMZM2G104081	Zm00001d039512	2247	1595	1774	841	2092	1322
GRMZM2G104088	Zm00001d040124	1284	1359	662	614	1582	1921
GRMZM2G104109	Zm00001d037410	0	1	NA	NA	32	76
GRMZM2G104118	Zm00001d050961	2149	5203	2724	2109	1917	2024
GRMZM2G104125	Zm00001d034562	1216	1568	1099	636	1006	1339
GRMZM2G104133	Zm00001d009941	209	245	273	249	341	300
GRMZM2G104147	Zm00001d049092	415	360	1227	376	774	491
GRMZM2G104166	Zm00001d002810	317	640	694	523	674	747
GRMZM2G104176	Zm00001d039513	0	2	NA	NA	5	7
GRMZM2G104179	Zm00001d012121	388	513	583	529	889	1260
GRMZM2G104199	Zm00001d026487	11235	17841	4555	7839	3668	5527
GRMZM2G104204	Zm00001d021934	344	512	3	2	126	30
GRMZM2G104226	Zm00001d044048	238	182	107	40	238	195
GRMZM2G104231	Zm00001d019422	0	5	3	2	10	15
GRMZM2G104237	Zm00001d045341	0	2	0	1	0	3
GRMZM2G104246	Zm00001d012688	320	266	74	94	126	119
GRMZM2G104254	Zm00001d014037	1357	1397	1166	1476	1314	1251
GRMZM2G104258	Zm00001d019423	2837	2187	530	944	563	712
GRMZM2G104262	Zm00001d050850	269	662	1544	1456	967	1245
GRMZM2G104269	Zm00001d045340	296	221	160	64	45	115
GRMZM2G104283	Zm00001d000396	962	1290	889	886	1828	1499
GRMZM2G104294	Zm00001d026483	3499	3875	5025	4507	5428	5507
GRMZM2G104299	Zm00001d020951	17	11	6	1	20	13
GRMZM2G104310	Zm00001d023437	3334	4576	8679	6544	8011	7670
GRMZM2G104316	Zm00001d013383	668	554	210	145	440	460
GRMZM2G104325	Zm00001d019062	2220	2742	1229	1228	4444	4381
GRMZM2G104332	Zm00001d013384	0	2	NA	NA	7	0
GRMZM2G104342	Zm00001d013385	196	169	28	42	118	63
GRMZM2G104347	Zm00001d046652	129	104	69	50	155	123
GRMZM2G104353	Zm00001d029380	3072	3474	948	2072	1644	1880
GRMZM2G104357	Zm00001d053726	1915	2003	2944	3082	1211	1507
GRMZM2G104363	Zm00001d010228	1	0	1	0	NA	NA
GRMZM2G104366	Zm00001d016307	2	0	NA	NA	14	0
GRMZM2G104373	Zm00001d028801	5543	5106	5326	6169	7601	8321
GRMZM2G104375	Zm00001d052921	5031	4347	1621	2018	2136	2030
GRMZM2G104377	Zm00001d035773	3458	3227	1225	1359	1259	1218
GRMZM2G104384	Zm00001d049159	388	353	772	450	295	232
GRMZM2G104390	Zm00001d009193	20	27	172	185	341	476
GRMZM2G104394	Zm00001d040702	24	26	39	35	80	66
GRMZM2G104396	Zm00001d041491	556	470	302	502	179	340
GRMZM2G104397	Zm00001d009983	218	319	788	609	64	109
GRMZM2G104400	Zm00001d010227	11399	13047	5368	5758	14069	18234
GRMZM2G104418	Zm00001d047910	3577	4185	4486	5315	6085	7093
GRMZM2G104419	Zm00001d053727	11	6	1	8	19	21
GRMZM2G104425	Zm00001d015298	8	4	2	0	20	12
GRMZM2G104430	Zm00001d001895	2870	2049	1953	1163	2579	1673
GRMZM2G104443	Zm00001d022302	1047	784	2506	1427	3430	2687
GRMZM2G104449	Zm00001d052922	1084	865	2114	2672	1471	1653
GRMZM2G104456	Zm00001d053728	1527	1837	1427	1587	1482	1355
GRMZM2G104464	Zm00001d028802	282	261	142	216	322	390
GRMZM2G104468	Zm00001d027403	801	580	187	201	197	215
GRMZM2G104481	Zm00001d046190	6054	5220	2970	3720	3146	3019
GRMZM2G104501	Zm00001d033529	185	273	148	230	37	115
GRMZM2G104504	Zm00001d021297	428	274	518	321	423	453
GRMZM2G104505	Zm00001d019091	517	435	377	247	511	410
GRMZM2G104511	Zm00001d037367	171	196	582	397	570	448
GRMZM2G104529	Zm00001d005534	0	80	0	37	0	29
GRMZM2G104534	Zm00001d028803	110	88	449	259	1045	882
GRMZM2G104538	Zm00001d001896	3551	4473	1914	1342	1966	2260
GRMZM2G104542	Zm00001d033528	118	261	7046	3591	5378	4172
GRMZM2G104546	Zm00001d005535	2001	1973	222	444	310	694
GRMZM2G104551	Zm00001d021296	375	313	187	155	440	254
GRMZM2G104575	Zm00001d047935	370	567	1009	1142	156	330
GRMZM2G104608	Zm00001d021295	408	585	408	666	297	324
GRMZM2G104610	Zm00001d047934	1	1	2657	121	1	93
GRMZM2G104613	Zm00001d026675	1039	869	1035	1468	850	992
GRMZM2G104620	Zm00001d023249	233	226	55	103	137	280
GRMZM2G104622	Zm00001d021266	7	17	NA	NA	0	3
GRMZM2G104626	Zm00001d047931	28	324	191	118	52	99
GRMZM2G104632	Zm00001d015383	6654	5308	3002	3488	4737	4254
GRMZM2G104649	Zm00001d025185	3072	5031	2238	3501	2350	3119
GRMZM2G104651	Zm00001d050201	NA	NA	NA	NA	64	150
GRMZM2G104658	Zm00001d026677	515	392	292	173	372	334
GRMZM2G104704	Zm00001d050202	1718	2449	1497	1437	1145	1066
GRMZM2G104730	Zm00001d023258	103	159	366	305	632	869
GRMZM2G104747	Zm00001d045201	1	0	NA	NA	NA	NA
GRMZM2G104760	Zm00001d045202	36	39	196	69	195	142
GRMZM2G104769	Zm00001d035066	149	118	121	135	115	153
GRMZM2G104783	Zm00001d053202	231	294	14	4	587	209
GRMZM2G104795	Zm00001d023501	15	9	0	1	6	4
GRMZM2G104829	Zm00001d040071	0	1	4	0	1	0
GRMZM2G104833	Zm00001d048988	1880	1906	1055	962	2329	2196
GRMZM2G104836	Zm00001d035542	2	272	1	0	15	21
GRMZM2G104843	Zm00001d003533	78	1362	57	118	162	186
GRMZM2G104847	Zm00001d053127	3443	5642	9747	6950	1585	1456
GRMZM2G104876	Zm00001d035543	288	5012	961	630	5600	7544
GRMZM2G104882	Zm00001d026678	380	275	262	139	287	247
GRMZM2G104907	Zm00001d049553	779	1001	1274	1218	1067	1119
GRMZM2G104918	Zm00001d026680	5103	5014	2514	3366	5699	7046
GRMZM2G104920	Zm00001d018207	723	896	860	884	679	701
GRMZM2G104925	Zm00001d051012	1082	995	181	219	349	319
GRMZM2G104938	Zm00001d031804	41	6	16	9	25	13
GRMZM2G104942	Zm00001d049554	1292	3709	601	1752	1687	4221
GRMZM2G104955	Zm00001d038671	2538	2612	1502	1296	1858	1873
GRMZM2G104958	Zm00001d035889	3514	4174	2857	2776	4214	3843
GRMZM2G104983	Zm00001d029530	5557	4847	5179	5065	3705	2852
GRMZM2G104989	Zm00001d026206	350	307	48	129	79	158
GRMZM2G104999	Zm00001d005343	2599	659	2245	560	2482	1300
GRMZM2G105004	Zm00001d025757	1760	2128	1078	997	1192	1021
GRMZM2G105005	Zm00001d011958	59	64	227	151	392	333
GRMZM2G105019	Zm00001d044172	5638	4840	4965	4131	5685	4711
GRMZM2G105025	Zm00001d034133	2237	2116	619	829	506	533
GRMZM2G105085	Zm00001d040440	NA	NA	1	0	6	2
GRMZM2G105140	Zm00001d044171	0	2	NA	NA	0	1
GRMZM2G105167	Zm00001d046592	1115	902	976	907	1465	1677
GRMZM2G105184	Zm00001d042589	623	752	1565	1134	840	1139
GRMZM2G105189	Zm00001d033079	NA	NA	1	19	8	5
GRMZM2G105192	Zm00001d048577	443	463	260	318	604	696
GRMZM2G105207	Zm00001d006714	1878	1265	2029	2063	2186	2080
GRMZM2G105224	Zm00001d043243	9	1	NA	NA	1	0
GRMZM2G105229	Zm00001d023915	753	738	383	347	408	344
GRMZM2G105250	Zm00001d006351	711	769	12	9	56	62
GRMZM2G105253	Zm00001d021464	580	694	549	243	165	111
GRMZM2G105266	Zm00001d042588	470	443	61	94	105	106
GRMZM2G105283	Zm00001d042996	21	19	42	8	39	31
GRMZM2G105297	Zm00001d021465	47	80	156	256	53	91
GRMZM2G105302	Zm00001d006713	0	1	NA	NA	NA	NA
GRMZM2G105307	Zm00001d042997	982	961	354	531	948	972
GRMZM2G105317	Zm00001d007436	2605	2983	916	986	1543	1622
GRMZM2G105330	Zm00001d001849	0	4	9	38	12	35
GRMZM2G105348	Zm00001d016255	21	216	2	26	157	383
GRMZM2G105362	Zm00001d028505	0	1	3	0	8	6
GRMZM2G105364	Zm00001d045685	18287	33799	16285	15409	8190	9220
GRMZM2G105368	Zm00001d041268	1158	1483	369	698	623	770
GRMZM2G105387	Zm00001d049692	51	19	17	7	340	167
GRMZM2G105391	Zm00001d016397	461	272	338	256	280	348
GRMZM2G105398	Zm00001d036905	1211	1092	724	809	1168	1403
GRMZM2G105400	Zm00001d016898	10	13	23	19	22	30
GRMZM2G105415	Zm00001d027415	190	46	77	10	47	42
GRMZM2G105419	Zm00001d021457	3	3	9	6	7	0
GRMZM2G105425	Zm00001d043449	159	80	218	115	66	68
GRMZM2G105428	Zm00001d014654	747	499	294	319	429	317
GRMZM2G105436	Zm00001d027416	195	242	374	495	77	72
GRMZM2G105438	Zm00001d049691	1193	1264	1176	1151	1424	1657
GRMZM2G105460	Zm00001d016901	NA	NA	9	1	14	26
GRMZM2G105466	Zm00001d016902	177	562	719	584	772	775
GRMZM2G105469	Zm00001d003581	0	5	NA	NA	29	28
GRMZM2G105473	Zm00001d038747	696	929	801	623	1461	1934
